LOG1;DATA_HORA
AV.AUGUSTO DE CARVALHO;20110218 14:00
R.BARAO DO AMAZONAS;20110218 14:00
R.MARIANTE;20110218 14:00
AV.FRANCISCO SILVEIRA BITENCOURT;20110218 14:20
R.SIQUEIRA CAMPOS;20110218 14:25
AV.SAO PEDRO;20110218 14:30
AV.PLINIO KROEFF;20110218 14:35
AV.BERNARDI;20110218 14:50
R.VASCO DA GAMA;20110218 15:10
AV.SERTORIO;20110218 15:26
AV.SAO PEDRO;20110218 16:00
AV.PROF OSCAR.PEREIRA;20110218 16:11
AV.PROTASIO ALVES;20110218 16:20
AV.IPIRANGA;20110218 16:40
AV.BENTO GONCALVES;20110218 16:40
R.DR.SALVADOR.FRANCA;20110218 17:00
AV.SERTORIO;20110218 17:00
AV.EDGAR.PIRES DE CASTRO;20110218 17:10
AV.ASSIS BRASIL;20110218 17:15
R.CABRAL;20110218 17:25
R.ANGELO CRIVELLARO;20110218 17:30
AV.DA CAVALHADA;20110218 17:35
R.DR.BARCELOS;20110218 17:50
AV.LOUREIRO DA SILVA;20110218 17:56
AV.CHUI;20110218 18:00
AV.ASSIS BRASIL;20110218 18:10
AV.JULIO DE CASTILHOS;20110218 18:15
AV.IPIRANGA;20110218 18:20
AV.EDVALDO PEREIRA PAIVA;20110218 18:45
R.SARGENTO NICOLAU DIAS DE FARIAS;20110218 20:00
R.VICENTE DA FONTOURA;20110218 20:00
ESTR.JOAO DE OLIVEIRA REMIAO;20110218 20:00
AV.ASSIS BRASIL;20110218 20:00
AV.BENTO GONCALVES;20110218 21:45
AV.MARTINS BASTOS;20110218 21:45
R.ERNESTO ALVES;20110218 22:15
R.DR.SALVADOR.FRANCA;20110218 23:05
AV.PLINIO BRASIL MILANO;20110218 23:15
AV.BASTIAN;20110218 23:30
R.ITABORAI;20110218 23:45
R.SILVA SO;20110219 00:15
R.VOLUNTARIOS DA PATRIA;20110219 00:40
ESTR.JOAO DE OLIVEIRA REMIAO;20110219 01:25
R.FELICISSIMO DE AZEVEDO;20110219 01:55
R.VOLUNTARIOS DA PATRIA;20110219 02:30
R.MOSTARDEIRO;20110219 04:15
AV.INDEPENDENCIA;20110219 06:45
AV.FARRAPOS;20110219 07:50
R.SARMENTO LEITE;20110219 08:05
R.DR.JOAO INACIO;20110219 08:20
AV.IPIRANGA;20110219 08:40
AV.OTTO NIEMEYER;20110219 09:03
AV.OSVALDO ARANHA;20110219 09:20
AV.DA CAVALHADA;20110219 10:00
AV.A J RENNER;20110219 10:00
R.DONA MARGARIDA;20110219 11:00
R.RAMIRO BARCELOS;20110219 12:00
AV.ENG JOSE MARIA DE CARVALHO;20110219 12:20
R.FREDERICO MENTZ;20110219 12:40
R.GEN ANDRADE NEVES;20110219 12:45
AV.JUCA BATISTA;20110219 13:10
R.PROF CRISTIANO FISCHER;20110219 13:15
AV.PROF OSCAR.PEREIRA;20110219 14:05
AV.NONOAI;20110219 14:45
AV.SERTORIO;20110219 14:45
AV.PROTASIO ALVES;20110219 16:00
R.ENG LUIZ ENGLERT;20110219 16:18
AV.SERTORIO;20110219 17:00
R.DO SCHNEIDER;20110219 17:20
R.CEL VICENTE;20110219 17:45
AV.ASSIS BRASIL;20110219 18:00
AV.GETULIO VARGAS;20110219 18:30
AV.FARRAPOS;20110219 18:30
R.IRMAO JOSE OTAO;20110219 19:00
AV.WENCESLAU ESCOBAR;20110219 19:30
R.MANOEL BITENCOURT;20110219 19:30
AV.DOS ESTADOS;20110219 19:55
R.OTAVIO DUTRA;20110219 20:15
R.SARMENTO LEITE;20110219 20:50
AV.SERTORIO;20110219 21:25
AV.PRINCESA ISABEL;20110219 21:30
R.TEREZINHA TURCATO;20110219 22:00
AV.ASSIS BRASIL;20110219 23:30
AV.CEARA;20110220 01:15
AV.CRISTOVAO COLOMBO;20110220 01:50
R.DONA MARGARIDA;20110220 02:05
AV.GETULIO VARGAS;20110220 03:15
R.GIBRAN KHALIL GIBRAN;20110220 06:00
AV.SERTORIO;20110220 07:52
AV.JUCA BATISTA;20110220 08:00
R.ANITA GARIBALDI;20110220 09:43
AV.FARRAPOS;20110220 10:00
ESTR.JOAO DE OLIVEIRA REMIAO;20110220 10:00
AV.SERTORIO;20110220 10:30
R.ANCHIETA;20110220 11:00
R.GOMES JARDIM;20110220 11:00
AV.BORGES DE MEDEIROS;20110220 12:26
AV.ASSIS BRASIL;20110220 13:00
AV.ASSIS BRASIL;20110220 13:00
R.DOS MAIAS;20110220 13:30
AV.ASSIS BRASIL;20110220 14:50
AV.BERNARDI;20110220 15:20
R.COMANDANTE CALEFFI;20110220 15:50
AV.PROTASIO ALVES;20110220 16:40
ESTR.JOAO DE OLIVEIRA REMIAO;20110220 17:00
AV.PADRE CACIQUE;20110220 17:50
ESTR.JOAO ANTONIO SILVEIRA;20110220 17:55
AV.ASSIS BRASIL;20110220 18:10
R.DR.SALVADOR.FRANCA;20110220 19:00
AV.DR.NILO PECANHA;20110220 20:00
AV.ASSIS BRASIL;20110220 20:00
AV.PRAIA DE BELAS;20110220 21:00
AV.JULIO DE CASTILHOS;20110220 23:50
R.FREDERICO KNIESTEDT;20110221 00:20
R.DONA LAURA;20110221 01:15
R.RIACHUELO;20110221 06:20
AV.BENTO GONCALVES;20110221 06:43
R.SARMENTO LEITE;20110221 07:05
AV.GEN EMILIO LUCIO ESTEVES;20110221 07:36
R.GAURAMA;20110221 07:40
AV.DA CAVALHADA;20110221 07:50
ESTR.JOAO ANTONIO SILVEIRA;20110221 08:00
AV.ASSIS BRASIL;20110221 08:10
AV.ADELINO FERREIRA JARDIM;20110221 08:35
AV.SERTORIO;20110221 08:44
R.DOMINGOS MARTINS;20110221 09:00
R.BARAO DO AMAZONAS;20110221 09:13
AV.PAULO GAMA;20110221 09:25
AV.OTAVIO ROCHA;20110221 10:25
R.CIPO;20110221 10:25
AV.BALTAZAR.DE OLIVEIRA GARCIA;20110221 10:30
AV.JAIME VIGNOLI;20110221 10:45
AV.BENTO GONCALVES;20110221 11:30
AV.CRISTOVAO COLOMBO;20110221 13:30
AV.CEARA;20110221 13:30
AV.BENNO MENTZ;20110221 13:30
AV.CHUI;20110221 13:45
R.SILVERIO SOUTO;20110221 13:45
R.CRUZEIRO DO SUL;20110221 14:00
R.SAO NICOLAU;20110221 14:30
TRAV.VIAMAO;20110221 14:40
R.DUQUE DE CAXIAS;20110221 14:45
AV.A J RENNER;20110221 15:30
AV.BRASIL;20110221 15:37
AV.BORGES DE MEDEIROS;20110221 15:40
AV.PROF OSCAR.PEREIRA;20110221 15:45
R.QUINTINO BOCAIUVA;20110221 16:01
AV.DR.NILO PECANHA;20110221 16:15
R.SIQUEIRA CAMPOS;20110221 16:30
PCA DOM FELICIANO;20110221 16:30
AV.CRISTOVAO COLOMBO;20110221 16:30
AV.IPIRANGA;20110221 16:30
AV.BALTAZAR.DE OLIVEIRA GARCIA;20110221 16:45
AV.BASTIAN;20110221 16:50
AV.JOAO PESSOA;20110221 17:00
R.BARAO DO AMAZONAS;20110221 17:00
R.BARAO DO AMAZONAS;20110221 17:00
R.ANTONIO JOAQUIM MESQUITA;20110221 17:15
AV.BENNO MENTZ;20110221 18:00
AV.BALTAZAR.DE OLIVEIRA GARCIA;20110221 18:00
AV.TERESOPOLIS;20110221 18:10
AV.ANTONIO CARVALHO;20110221 18:15
AV.PLINIO BRASIL MILANO;20110221 18:20
AV.PROTASIO ALVES;20110221 19:44
AV.JERONIMO DE ORNELAS;20110221 20:00
R.BOTAFOGO;20110221 20:05
AV.MAURICIO SELIGMAN;20110221 20:12
AV.FARRAPOS;20110221 20:30
TUN NS DA CONCEICAO-ELEVADAS;20110221 20:45
R.ANITA GARIBALDI;20110222 00:00
AV.EDGAR.PIRES DE CASTRO;20110222 01:35
R.CAIRU;20110222 06:30
ESTR.FRANCISCA DE OLIVEIRA VIEIRA;20110222 06:35
R.JORGE NAPOLEAO SILVA SOUZA;20110222 07:30
R.I VILA FATIMA-PINTO;20110222 07:30
AV.ASSIS BRASIL;20110222 07:35
AV.PROF OSCAR.PEREIRA;20110222 07:40
R.TEN ARY TARRAGO;20110222 07:40
R.ECA DE QUEIROZ;20110222 08:05
R.SOUZA REIS;20110222 08:40
R.LUIZ DE CAMOES;20110222 09:00
AV.PROF OSCAR.PEREIRA;20110222 09:00
AV.PROF OSCAR.PEREIRA;20110222 09:05
AV.BORGES DE MEDEIROS;20110222 09:08
R.MARTINS DE LIMA;20110222 09:18
TUN NS DA CONCEICAO-ELEVADAS;20110222 09:25
AV.PATRIA;20110222 09:25
TUN NS DA CONCEICAO-ELEVADAS;20110222 09:30
AV.IPIRANGA;20110222 09:45
AV.PAULO GAMA;20110222 09:50
TRAV.ESCOBAR;20110222 10:20
AV.PROTASIO ALVES;20110222 10:57
R.PEDRO BOTICARIO;20110222 12:00
R.LOPES TEIXEIRA;20110222 12:50
R.PILADE FREDIANI;20110222 13:25
R.FURRIEL LUIZ ANTONIO DE VARGAS;20110222 13:50
AV.IPIRANGA;20110222 14:10
AL ALCEU WAMOSY;20110222 14:25
R.SANTANA;20110222 14:30
R.VINTE QUATRO DE OUTUBRO;20110222 14:30
ESTR.CRISTIANO KRAEMER;20110222 14:35
AV.IPIRANGA;20110222 14:38
AV.FARRAPOS;20110222 14:40
AV.JOAO OBINO;20110222 14:50
R.DONA LAURA;20110222 15:10
AV.JOAO PESSOA;20110222 15:35
AV.ASSIS BRASIL;20110222 15:40
AV.DO FORTE;20110222 15:55
AV.CEL APARICIO BORGES;20110222 16:00
R.DONA ADDA MASCARENHAS DE MORAES;20110222 16:00
AV.MAUA;20110222 16:10
AV.CEARA;20110222 16:53
AV.JUCA BATISTA;20110222 17:00
R.DOS ANDRADAS;20110222 17:00
R.BARAO DE ITAQUI;20110222 17:20
AV.SERTORIO;20110222 18:04
AV.DA CAVALHADA;20110222 18:10
R.CORREA LIMA;20110222 18:20
AV.MARTIM FELIX BERTA;20110222 19:09
R.CASEMIRO DE ABREU;20110222 19:10
AV.PROF OSCAR.PEREIRA;20110222 19:50
R.GUILHERME SCHELL;20110222 20:10
R.MUCIO TEIXEIRA;20110222 20:18
AV.BENJAMIN CONSTANT;20110222 21:10
AV.FRANCISCO SILVEIRA BITENCOURT;20110222 22:00
AV.SAO PEDRO;20110222 22:10
R.CASEMIRO DE ABREU;20110222 23:10
R.ENG ANTONIO CARLOS TIBIRICA;20110222 23:20
ESTR.JOAO DE OLIVEIRA REMIAO;20110222 23:40
AV.ALBERTO PASQUALINI;20110223 00:15
R.SANTO ANTONIO;20110223 01:00
AV.BENTO GONCALVES;20110223 03:00
AV.DA CAVALHADA;20110223 03:23
AV.BENTO GONCALVES;20110223 05:45
AV.BENTO GONCALVES;20110223 06:05
AV.BALTAZAR.DE OLIVEIRA GARCIA;20110223 06:50
R.DR.VALE;20110223 07:15
R.CEL FERNANDO MACHADO;20110223 07:20
R.ATILIO SUPERTTI;20110223 07:30
AV.ANTONIO CARVALHO;20110223 07:30
R.PEDRO BOTICARIO;20110223 08:00
R.TREZE DE SETEMBRO;20110223 08:00
ESTR.AFONSO LOURENCO MARIANTE;20110223 08:10
AV.ANTONIO CARVALHO;20110223 08:10
AV.PROTASIO ALVES;20110223 08:25
R.FERNANDO ABBOTT;20110223 08:25
AV.SERTORIO;20110223 08:41
AV.BERNARDI;20110223 08:45
AV.TERESOPOLIS;20110223 08:47
AV.ASSIS BRASIL;20110223 08:50
AV.CEL APARICIO BORGES;20110223 09:30
AV.DANTE ANGELO PILLA;20110223 09:32
AV.VICENTE MONTEGGIA;20110223 09:45
R.PEREIRA FRANCO;20110223 09:50
AV.SERTORIO;20110223 10:50
R.TEN ALPOIM;20110223 11:00
AV.SENADOR.TARSO DUTRA;20110223 11:00
R.OTAVIO DUTRA;20110223 11:10
AV.CRISTOVAO COLOMBO;20110223 11:28
R.VINTE QUATRO DE OUTUBRO;20110223 11:30
AV.AMYNTHAS JACQUES DE MORAES;20110223 11:30
R.FELIPE DE OLIVEIRA;20110223 11:40
AV.DA SERRARIA;20110223 11:45
AV.BENTO GONCALVES;20110223 11:45
AV.PROTASIO ALVES;20110223 11:50
R.CAIRU;20110223 12:10
AV.OSVALDO ARANHA;20110223 12:15
AV.JOSE BONIFACIO;20110223 12:30
R.AMELIA TELES;20110223 13:00
AV.OTTO NIEMEYER;20110223 13:40
AV.IPIRANGA;20110223 13:40
AV.IPIRANGA;20110223 14:05
AV.DR.SAULO COELHO;20110223 14:20
TRAV.ESCOBAR;20110223 14:30
AV.AUGUSTO MEYER;20110223 14:34
AV.DA AZENHA;20110223 14:35
AV.FARRAPOS;20110223 14:35
AV.SERTORIO;20110223 14:40
R.HUMBERTO DE CAMPOS;20110223 15:00
AV.ITAJAI;20110223 15:00
AV.GOMES DE CARVALHO;20110223 15:00
R.CONSELHEIRO TRAVASSOS;20110223 15:15
R.DUQUE DE CAXIAS;20110223 15:20
AV.BENTO GONCALVES;20110223 15:20
AV.ICARAI;20110223 16:00
AV.BERNARDINO SILVEIRA DE AMORIM;20110223 16:00
AV.IPIRANGA;20110223 16:10
AV.ASSIS BRASIL;20110223 16:15
R.RAMIRO BARCELOS;20110223 16:30
AV.BRASILIANO INDIO DE MORAES;20110223 16:40
AV.FARRAPOS;20110223 16:50
R.MARECHAL JOSE INACIO DA SILVA;20110223 16:55
R.DEA COUFAL;20110223 17:15
R.DR.CARLOS MARIA BINS;20110223 17:40
AV.OTTO NIEMEYER;20110223 18:00
AV.PRINCESA ISABEL;20110223 18:20
AV.MAUA;20110223 18:40
AV.MANOEL ELIAS;20110223 19:00
AV.IPIRANGA;20110223 19:30
R.MONSENHOR.VERAS;20110223 20:00
AV.DO FORTE;20110223 21:30
R.OLAVO BILAC;20110223 22:30
AV.BASTIAN;20110223 22:53
AV.JUCA BATISTA;20110223 23:00
R.JOAQUIM NABUCO;20110224 01:20
ESTR.JOAO ANTONIO SILVEIRA;20110224 06:45
R.GEN RONDON;20110224 07:10
AV.PROF OSCAR.PEREIRA;20110224 07:30
R.RAMIRO BARCELOS;20110224 07:30
AV.DA CAVALHADA;20110224 07:40
R.DR.SEBASTIAO LEAO;20110224 07:40
AV.FARRAPOS;20110224 07:43
R.LUIZ DE CAMOES;20110224 07:55
AV.PRESIDENTE FRANKLIN ROOSEVELT;20110224 08:06
R.COMENDADOR.AZEVEDO;20110224 08:20
R.RAMIRO BARCELOS;20110224 08:25
AV.CARLOS GOMES;20110224 08:30
AV.DA CAVALHADA;20110224 08:37
R.DONA MARGARIDA;20110224 08:45
AV.DO FORTE;20110224 09:00
R.VICENTE DA FONTOURA;20110224 09:02
AV.SENADOR.TARSO DUTRA;20110224 09:16
AV.OSVALDO ARANHA;20110224 09:28
AV.FARRAPOS;20110224 09:30
AV.IPIRANGA;20110224 09:40
AV.BENTO GONCALVES;20110224 10:15
AV.SATURNINO DE BRITO;20110224 10:15
R.DR.TIMOTEO;20110224 10:30
AV.BERLIM;20110224 10:30
AV.ASSIS BRASIL;20110224 10:30
R.JOSE DE ALENCAR;20110224 10:35
R.VINTE QUATRO DE OUTUBRO;20110224 11:05
R.PROF ANNES DIAS;20110224 11:15
R.BUTUI;20110224 11:30
R.MARCELO GAMA;20110224 11:45
R.DA CONCEICAO;20110224 11:50
AV.MARTINS BASTOS;20110224 11:55
R.RAMIRO BARCELOS;20110224 12:00
AV.BALTAZAR.DE OLIVEIRA GARCIA;20110224 12:00
R.CHAVES BARCELOS;20110224 12:20
AV.PRINCESA ISABEL;20110224 12:25
R.FERREIRA VIANA;20110224 12:50
AV.FARRAPOS;20110224 13:10
R.ENG WALTER.BOEHL;20110224 13:30
AV.ASSIS BRASIL;20110224 13:30
AV.ASSIS BRASIL;20110224 13:40
R.MARIANTE;20110224 13:45
AV.BENTO GONCALVES;20110224 14:05
R.DUQUE DE CAXIAS;20110224 14:10
AV.MAUA;20110224 14:20
AV.DANTE ANGELO PILLA;20110224 14:20
R.FURRIEL LUIZ ANTONIO DE VARGAS;20110224 14:40
AV.PLINIO BRASIL MILANO;20110224 14:50
AV.SAO PEDRO;20110224 15:03
AV.DR.CARLOS BARBOSA;20110224 15:10
ESTR.JOAO DE OLIVEIRA REMIAO;20110224 15:30
AV.GETULIO VARGAS;20110224 15:35
R.PINTO BANDEIRA;20110224 15:40
AV.IPIRANGA;20110224 15:55
AV.PROTASIO ALVES;20110224 15:55
R.MARQUES DO POMBAL;20110224 16:05
R.IBIRUBA;20110224 16:20
AV.PROTASIO ALVES;20110224 16:30
AV.DR.NILO PECANHA;20110224 16:30
AV.PROTASIO ALVES;20110224 16:35
AV.BERLIM;20110224 16:45
AV.ASSIS BRASIL;20110224 16:50
R.TEN ARY TARRAGO;20110224 17:15
AV.FARRAPOS;20110224 17:20
AV.SENADOR.SALGADO FILHO;20110224 17:30
R.DONA MARGARIDA;20110224 17:30
R.DONA MARGARIDA;20110224 17:30
AV.PROTASIO ALVES;20110224 18:10
R.SILVEIRO;20110224 18:35
AV.ARNALDO BOHRER;20110224 18:35
AV.GOETHE;20110224 18:40
AV.IPIRANGA;20110224 18:45
AV.LOUREIRO DA SILVA;20110224 19:35
AV.DR.NILO PECANHA;20110224 20:10
AV.PRINCESA ISABEL;20110224 20:45
AV.CARLOS GOMES;20110224 21:10
AV.PRINCESA ISABEL;20110224 21:20
AV.BENJAMIN CONSTANT;20110224 21:30
AV.WENCESLAU ESCOBAR;20110224 22:50
AV.CEL LUCAS DE OLIVEIRA;20110224 23:50
AV.IPIRANGA;20110225 00:00
R.MARCONE;20110225 01:00
AV.LOUREIRO DA SILVA;20110225 03:45
AV.IPIRANGA;20110225 05:30
AV.FARRAPOS;20110225 06:35
AV.CEL APARICIO BORGES;20110225 06:45
AV.NONOAI;20110225 07:18
AV.TULIO DE ROSE;20110225 07:20
R.IBIRUBA;20110225 08:00
R.DONA MARGARIDA;20110225 08:00
ESTR.JOAO DE OLIVEIRA REMIAO;20110225 08:00
ESTR.JOAO DE OLIVEIRA REMIAO;20110225 08:00
AV.LOUREIRO DA SILVA;20110225 08:05
AV.SERTORIO;20110225 08:20
R.CANCIO GOMES;20110225 08:26
AV.GOETHE;20110225 09:15
AV.PADRE CACIQUE;20110225 09:40
PCA ARGENTINA;20110225 09:55
R.EUCLYDES DA CUNHA;20110225 10:00
AV.SERTORIO;20110225 10:20
R.ENG ILDEFONSO SIMOES LOPES;20110225 10:45
AV.JOAO WALLIG;20110225 11:00
AV.PERNAMBUCO;20110225 11:14
AV.PROTASIO ALVES;20110225 11:15
AV.CEL APARICIO BORGES;20110225 11:35
PCA DOM FELICIANO;20110225 12:00
AL TRES DE OUTUBRO;20110225 12:01
PCA ARGENTINA;20110225 12:20
R.ITAPEVA;20110225 12:40
AV.BALTAZAR.DE OLIVEIRA GARCIA;20110225 12:44
R.LA PLATA;20110225 13:00
AV.NONOAI;20110225 13:35
R.RAMIRO BARCELOS;20110225 13:40
R.ECA DE QUEIROZ;20110225 13:40
R.DR.JOAO DE DEUS VAZ DA SILVA;20110225 14:20
R.ALMIRANTE DELAMARE;20110225 14:40
AV.IPIRANGA;20110225 15:00
R.DR.JOAO INACIO;20110225 15:00
R.PADRE DIOGO FEIJO;20110225 15:25
AV.DIARIO DE NOTICIAS;20110225 15:30
VDT IMPERATRIZ LEOPOLDINA;20110225 15:30
AV.DA CAVALHADA;20110225 16:00
AV.PROTASIO ALVES;20110225 16:00
AV.IPIRANGA;20110225 16:30
AV.ALBERTO BINS;20110225 16:50
R.GOMES JARDIM;20110225 17:00
R.CEL FERNANDO MACHADO;20110225 17:45
R.MUCIO TEIXEIRA;20110225 17:45
AV.SERTORIO;20110225 17:45
AV.ASSIS BRASIL;20110225 18:00
AV.DANTE ANGELO PILLA;20110225 18:00
AV.GOETHE;20110225 18:05
AV.DA AZENHA;20110225 18:20
AV.PLINIO KROEFF;20110225 18:30
R.JOSE DO PATROCINIO;20110225 19:00
R.JOSE DO PATROCINIO;20110225 19:15
AV.CEL MARCOS;20110225 20:00
R.ANTONIO JOAQUIM MESQUITA;20110225 20:05
AV.ASSIS BRASIL;20110225 20:18
AV.FARRAPOS;20110225 20:25
AV.CEL MARCOS;20110225 20:30
AV.OTTO NIEMEYER;20110225 20:30
R.GARIBALDI;20110225 20:30
AV.BALTAZAR.DE OLIVEIRA GARCIA;20110225 20:45
AV.DA CAVALHADA;20110225 21:00
AV.MAUA;20110225 21:00
R.CARLOS SALZANO VIEIRA DA CUNHA;20110225 21:20
AV.VENANCIO AIRES;20110225 22:15
R.VOLUNTARIOS DA PATRIA;20110225 23:00
AV.SERTORIO;20110225 23:00
R.MARQUES DO POMBAL;20110225
AV.IPIRANGA;20110226 00:30
AV.OSVALDO ARANHA;20110226 01:20
R.JOAQUIM SILVEIRA;20110226 02:00
R.DR.JOAO INACIO;20110226 02:05
AV.BENTO GONCALVES;20110226 03:10
AV.ASSIS BRASIL;20110226 03:45
AV.CEARA;20110226 04:40
AV.OTTO NIEMEYER;20110226 05:30
AV.DA AZENHA;20110226 06:00
AV.BALTAZAR.DE OLIVEIRA GARCIA;20110226 07:00
AV.INDEPENDENCIA;20110226 10:00
AV.CEL APARICIO BORGES;20110226 10:12
AV.VICENTE MONTEGGIA;20110226 10:15
R.SERAFIM FRANCA;20110226 10:30
R.LA PLATA;20110226 10:32
AL EDUARDO GUIMARAES;20110226 11:00
AV.IPIRANGA;20110226 11:00
AV.SERTORIO;20110226 11:05
R.MANOEL VITORINO;20110226 11:15
R.CRISTOVAO PEREIRA;20110226 11:34
AV.BERNARDINO SILVEIRA DE AMORIM;20110226 11:39
R.MACHADO DE ASSIS;20110226 11:40
R.LUZITANA;20110226 11:40
AV.FERNANDO FERRARI;20110226 11:48
AV.MAUA;20110226 11:50
AV.ASSIS BRASIL;20110226 12:15
AV.PROTASIO ALVES;20110226 12:20
ESTR.JOAO ANTONIO SILVEIRA;20110226 12:40
R.JOSE CARLOS FERREIRA;20110226 12:40
AV.DR.NILO PECANHA;20110226 12:45
AV.PROTASIO ALVES;20110226 12:50
ESTR.CRISTIANO KRAEMER;20110226 14:30
AV.TERESOPOLIS;20110226 14:48
R.AFONSO ARINOS;20110226 15:08
R.BARAO DO GRAVATAI;20110226 15:30
AV.BALTAZAR.DE OLIVEIRA GARCIA;20110226 16:02
AV.MARIO MENEGHETTI;20110226 16:10
R.SANTO ANTONIO;20110226 16:20
R.PROF GUERREIRO LIMA;20110226 16:45
R.ENG LUIZ ENGLERT;20110226 16:55
AV.PROTASIO ALVES;20110226 17:30
AV.DOS ESTADOS;20110226 17:30
AV.CRISTOVAO COLOMBO;20110226 18:00
AV.ASSIS BRASIL;20110226 18:20
AV.BENTO GONCALVES;20110226 18:30
AV.EDU LAS-CASAS;20110226 19:00
BC DO DAVID;20110226 19:20
R.CRUZEIRO DO SUL;20110226 19:25
AV.ANTONIO CARVALHO;20110226 19:40
AV.PRINCESA ISABEL;20110226 19:51
R.DEZOITO DE SETEMBRO;20110226 20:20
R.TAQUARY;20110226 21:40
R.MARTINS DE LIMA;20110226 22:20
AV.PADRE CACIQUE;20110227 00:30
AV.PLINIO KROEFF;20110227 00:35
AV.JOAO PESSOA;20110227 01:20
R.VALPARAISO;20110227 02:15
AV.OSVALDO ARANHA;20110227 02:40
R.CARLOS HUBER;20110227 04:10
AV.IPIRANGA;20110227 04:35
AV.LOUREIRO DA SILVA;20110227 06:30
AV.PROTASIO ALVES;20110227 06:30
AV.ASSIS BRASIL;20110227 07:07
AV.CEARA;20110227 07:50
AV.ASSIS BRASIL;20110227 07:52
AV.BALTAZAR.DE OLIVEIRA GARCIA;20110227 08:30
AV.EDGAR.PIRES DE CASTRO;20110227 10:00
AV.DR.CARLOS BARBOSA;20110227 10:00
R.TARCILA MORAES DUTRA;20110227 11:15
AV.DA AZENHA;20110227 11:40
AV.BASTIAN;20110227 12:20
AV.ICARAI;20110227 12:30
AV.PROTASIO ALVES;20110227 12:30
AV.OSVALDO ARANHA;20110227 12:50
R.QUINTINO BOCAIUVA;20110227 15:00
AV.SERTORIO;20110227 15:30
R.MOSTARDEIRO;20110227 16:10
AV.INDEPENDENCIA;20110227 16:20
AV.NONOAI;20110227 16:25
AV.GETULIO VARGAS;20110227 16:50
R.OSWALDO PEREIRA DE FREITAS;20110227 17:00
R.LINDOMAR.DOS REIS;20110227 17:00
AV.NILOPOLIS;20110227 17:55
AV.DR.NILO PECANHA;20110227 18:50
AV.IPIRANGA;20110227 19:00
R.CEL MASSOT;20110227 19:45
AV.JUCA BATISTA;20110227 21:27
AV.DA CAVALHADA;20110227 21:50
R.GUADALAJARA;20110227 22:00
AV.PADRE CACIQUE;20110227 23:25
AV.BENJAMIN CONSTANT;20110227 23:25
AV.PADRE CACIQUE;20110227 23:30
R.AURELIO PORTO;20110228 00:30
R.DR.SALVADOR.FRANCA;20110228 02:30
R.VICENTE DA FONTOURA;20110228 02:30
AV.ASSIS BRASIL;20110228 07:10
AV.BALTAZAR.DE OLIVEIRA GARCIA;20110228 07:10
AV.EDGAR.PIRES DE CASTRO;20110228 07:25
AV.BENTO GONCALVES;20110228 07:35
AV.PROTASIO ALVES;20110228 07:45
AV.BENTO GONCALVES;20110228 08:00
ESTR.JOAO DE OLIVEIRA REMIAO;20110228 08:10
AV.FERNANDO FERRARI;20110228 08:20
AV.BALTAZAR.DE OLIVEIRA GARCIA;20110228 08:25
R.ANTONIO MAFUZ;20110228 08:30
ESTR.COSTA GAMA;20110228 09:15
AV.IPIRANGA;20110228 09:25
R.MOURA AZEVEDO;20110228 09:25
AV.JOAO PESSOA;20110228 09:30
AV.PROTASIO ALVES;20110228 09:34
AV.JUCA BATISTA;20110228 09:45
R.PELOTAS;20110228 09:45
AV.DR.NILO PECANHA;20110228 09:50
AV.ASSIS CHATEAUBRIAND;20110228 10:00
R.VICENTE DA FONTOURA;20110228 10:06
AV.BENTO GONCALVES;20110228 10:12
R.DR.MURTINHO;20110228 10:20
AV.DAS INDUSTRIAS;20110228 10:34
R.CIRINO PRUNES;20110228 11:10
AV.FARRAPOS;20110228 11:10
AV.BENJAMIN CONSTANT;20110228 11:22
R.SAO BENEDITO;20110228 11:25
AV.EDUARDO PRADO;20110228 11:28
ESTR.JOAO ANTONIO SILVEIRA;20110228 11:45
AV.JOAO PESSOA;20110228 11:45
AV.DA CAVALHADA;20110228 11:50
AV.SAO PEDRO;20110228 11:50
R.ARTUR.ROCHA;20110228 12:05
AV.BORGES DE MEDEIROS;20110228 12:10
R.ARTUR.AZEVEDO;20110228 12:10
AV.ICARAI;20110228 12:18
R.JOSE DE ALENCAR;20110228 12:39
AV.ASSIS BRASIL;20110228 13:48
AV.BENTO GONCALVES;20110228 13:50
AV.CARLOS GOMES;20110228 13:50
AV.JULIO DE CASTILHOS;20110228 14:00
AV.ITAJAI;20110228 14:00
AV.PADRE CACIQUE;20110228 14:15
AV.IPIRANGA;20110228 14:20
R.GONCALO DE CARVALHO;20110228 14:30
R.VICENTE DA FONTOURA;20110228 14:55
R.JOSE DE ALENCAR;20110228 15:00
R.AMERICO VESPUCIO;20110228 15:20
AV.DA CAVALHADA;20110228 15:29
AV.DANTE ANGELO PILLA;20110228 15:30
R.GEN LIMA E SILVA;20110228 15:45
AV.CHICAGO;20110228 16:00
AV.SERTORIO;20110228 16:00
AV.DO FORTE;20110228 16:30
AV.CRISTOVAO COLOMBO;20110228 16:40
R.SANTANA;20110228 17:15
AV.BENNO MENTZ;20110228 17:30
AV.JUCA BATISTA;20110228 17:40
AV.JUCA BATISTA;20110228 17:40
AV.DA AZENHA;20110228 17:40
AV.ASSIS BRASIL;20110228 17:45
AV.DA CAVALHADA;20110228 17:50
R.VINTE QUATRO DE OUTUBRO;20110228 18:00
AV.IPIRANGA;20110228 18:05
